100,-5,0,-16,21,1.5,0,-18,-8,40,5,0,-16,21,-1.5,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,14,14,0x0
15,-14,0,-22,22,14,2,-18,-18,0,-10,-1,-20,20,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0x0
10,-14,0,-12,10,15,2,-18,-18,0,-15,1,-5,3,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0x0
15,-18,-2,-50,36,27.5,2,-18,-18,0,-16,1,-15,13,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0x0
20,-15,-27,-61,48,27.6,15,50,-18,0,-16,17,7,40,16,-15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0x0
10,-17,-36,-12,66,18,5,40,-18,0,-16,17,7,40,14,-5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0x0
10,-17,10,30,72,36.2,-15,40,-18,0,-16,-40,-50,-20,14.5,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0x0
4,-17,40,30,92,36.2,-15,-30,-18,0,-16,-35,-50,-20,14.5,20,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0x0
4,-17,40,30,92,36.2,-15,-30,-18,0,-16,-20,-50,-20,14.5,0,-18,8,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0x0
15,-18,1,30,39,25,0,-30,-11,0,-16,1,-15,13,14.5,0,-18,8,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0x0
10,-18,-5,-8.5,8,25,0,-18,-8,0,-9,1,-5,3,12.5,0,-18,8,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0x0
10,-5,0,-5,3,3,0,-18,-8,0,5,0,-5,3,-3,0,-18,8,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0x0
25,-5,0,-16,21,1.5,0,-18,-8,40,5,0,-16,21,-1.5,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,13,13,0x0
5,-5,0,-16,21,1.5,0,-18,-8,40,5,0,-16,21,-1.5,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,14,14,0x0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0x0
