100,-3,2,-28,28,4.6,2,-18,-8,40,2,0,-30,30,-3,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,2,2,0x0
50,-14,2,-20,20,14,2,-18,-18,40,-10,-1,-20,20,14,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,3,3,0x0
40,-14,2,-10,8,15,2,-18,-18,40,-15,1,-12,10,15,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,4,4,0x0
20,-18,2,-50,36,27.5,2,-18,-18,40,-18,1,-15,13,16,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,5,5,0x0
35,-15,-23,-55,38,27.6,18,-18,-28,40,-18,1,-15,13,16,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,6,6,0x0
30,-24,-30,3,50,20,0,-18,-18,40,-17,1,-15,13,14,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,7,7,0x0
2,-13,-18,28,76,25.2,-10,-18,-18,40,-17,-6,-22,0,14.5,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,8,8,0x0
4,-13,0,28,92,25.2,-10,-18,-18,40,-17,-6,-22,0,14.5,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,9,9,0x0
2,-13,28,28,92,25.2,-10,-18,-18,40,-17,-6,-22,0,14.5,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,10,10,0x0
25,-16,0,-46.5,46,25,0,-18,-11,40,-19,1,-5,3,14.5,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,11,11,0x0
10,-18,0,-15.5,10,25,0,-18,-8,40,-9,1,-5,3,12.5,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,12,12,0x0
70,0,0,-5,3,3,0,-18,-8,40,0,0,-5,3,-3,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,13,13,0x0
150,0,0,-5,3,1.5,0,-18,-8,40,0,0,-5,3,-1.5,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,14,14,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0x0
