100,-4,0,-30,30,3,0,-18,-8,40,-1,1,-30,30,-4.6,-2,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,2,2,0x0
50,8,-1,-24,24,-14,0,-18,-8,40,10,1,-29,28,-14,-2,-18,18,40,0,0,0,0,0,0,0,0,0,0,0,3,3,0x0
40,13,1,-12,10,-15,0,-18,-8,40,10,1,-19,16,-15,-2,-18,18,40,0,0,0,0,0,0,0,0,0,0,0,4,4,0x0
20,16,1,-15,13,-16,0,-18,-8,40,14,1,-59,44,-27.5,-2,-18,18,40,0,0,0,0,0,0,0,0,0,0,0,5,5,0x0
30,16,1,-15,13,-16,0,-18,-8,40,11,-24,-64,46,-27.6,-18,-18,28,40,0,0,0,0,0,0,0,0,0,0,0,6,6,0x0
35,15,1,-15,13,-14,0,-18,-8,40,23,-30,-6,58,-20,0,-18,18,40,0,0,0,0,0,0,0,0,0,0,0,7,7,0x0
2,15,-6,-22,0,-14.5,0,-18,-8,40,13,-18,28,80,-25.2,8,-18,18,40,0,0,0,0,0,0,0,0,0,0,0,8,8,0x0
4,15,-6,-22,0,-14.5,0,-18,-8,40,13,0,28,92,-25.2,10,-18,18,40,0,0,0,0,0,0,0,0,0,0,0,9,9,0x0
2,15,-6,-22,0,-14.5,0,-18,-8,40,13,28,28,92,-25.2,10,-18,18,40,0,0,0,0,0,0,0,0,0,0,0,10,10,0x0
25,16,1,-5,3,-14.5,0,-18,-8,40,16,0,-46.5,46,-25,0,-18,11,40,0,0,0,0,0,0,0,0,0,0,0,11,11,0x0
10,9,1,-5,3,-12.5,0,-18,-8,40,18,0,-15.5,10,-25,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,12,12,0x0
70,0,0,-5,3,3,0,-18,-8,40,0,0,-5,3,-3,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,13,13,0x0
150,0,0,-5,3,1.5,0,-18,-8,40,0,0,-5,3,-1.5,0,-18,8,40,0,0,0,0,0,0,0,0,0,0,0,14,14,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0x0
